avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
3.067,0.732,0.024,0.133,0.183,4.0,0.033,0.8,0.037,0.0,-1.0,0.795,benign
3.667,0.451,0.177,0.429,0.412,1.095,0.391,0.286,0.039,0.091,0.222,0.802,Defacement
2.5,0.933,0.89,19.467,0.046,20.4,0.954,0.667,0.146,0.16,0.164,0.864,spam
6.25,0.845,0.62,6.154,0.101,8.385,0.734,0.769,0.209,0.287,0.338,0.958,benign
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
3.75,0.782,0.639,3.864,0.165,4.727,0.817,0.773,0.211,0.287,0.318,0.801,spam
3.333,0.595,0.286,1.2,0.238,2.5,0.48,0.7,0.095,0.167,0.333,0.94,Defacement
8.846,0.836,0.013,0.111,0.118,7.056,0.016,0.5,0.171,0.222,-1.0,0.82,spam
4.286,0.588,0.206,0.606,0.34,1.727,0.351,0.333,0.041,0.081,0.05,0.785,Defacement
3.778,0.627,0.03,0.111,0.269,2.333,0.048,0.611,0.0,0.0,-1.0,0.83,malware
5.0,0.648,0.037,0.167,0.222,2.917,0.057,0.833,0.074,0.118,-1.0,0.861,benign
5.5,0.417,0.033,0.071,0.467,0.893,0.08,0.321,0.017,0.0,-1.0,0.835,spam
2.4,0.39,0.049,0.111,0.439,0.889,0.125,0.333,0.098,0.2,-1.0,0.883,phishing
3.25,0.466,0.172,0.417,0.414,1.125,0.37,0.75,0.103,0.095,0.2,0.866,spam
2.667,0.737,0.654,3.107,0.211,3.5,0.888,0.429,0.128,0.175,0.195,0.73,Defacement
2.8,0.798,0.596,4.667,0.128,6.25,0.747,0.5,0.053,0.076,0.089,0.843,Defacement
7.375,0.918,0.642,12.0,0.054,17.154,0.7,0.769,0.342,0.387,0.417,0.917,phishing
4.077,0.793,0.024,0.2,0.122,6.5,0.031,0.8,0.037,0.053,-1.0,0.699,benign
8.0,0.801,0.014,0.091,0.151,5.318,0.017,0.682,0.377,0.719,-1.0,0.814,phishing
3.5,0.449,0.188,0.419,0.449,1.0,0.419,0.387,0.13,0.381,0.615,0.806,spam
2.667,0.81,0.732,5.2,0.141,5.75,0.904,0.4,0.021,0.026,0.029,0.789,Defacement
5.0,0.662,0.257,1.056,0.243,2.722,0.388,0.389,0.068,0.179,0.263,0.883,spam
2.0,0.122,0.049,0.069,0.707,0.172,0.4,0.897,0.0,0.0,-1.0,0.745,Defacement
3.667,0.805,0.639,4.154,0.154,5.231,0.794,0.5,0.201,0.405,0.087,0.791,spam
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1.0,0.895,malware
4.6,0.733,0.027,0.154,0.173,4.231,0.036,0.769,0.08,0.0,-1.0,0.834,phishing
3.75,0.595,0.143,0.6,0.238,2.5,0.24,0.7,0.071,0.125,0.5,0.94,Defacement
3.5,0.583,0.033,0.111,0.3,1.944,0.057,0.667,0.1,0.0,-1.0,0.74,phishing
5.25,0.721,0.029,0.167,0.177,4.083,0.041,0.75,0.103,1.0,-1.0,0.861,benign
3.429,0.585,0.038,0.133,0.283,2.067,0.065,0.8,0.0,0.0,-1.0,0.898,benign
2.667,0.727,0.584,3.214,0.182,4.0,0.804,0.786,0.0,0.0,0.0,0.836,malware
3.667,0.703,0.469,2.5,0.188,3.75,0.667,0.5,0.047,0.097,0.1,0.907,benign
4.4,0.757,0.029,0.2,0.143,5.3,0.038,0.8,0.186,0.25,-1.0,0.88,benign
4.222,0.73,0.032,0.2,0.159,4.6,0.044,0.7,0.127,0.216,-1.0,0.819,benign
1.333,0.167,0.056,0.087,0.639,0.261,0.333,0.696,0.0,0.0,-1.0,0.721,Defacement
4.0,0.639,0.033,0.133,0.246,2.6,0.051,0.8,0.246,0.368,-1.0,0.932,benign
3.167,0.785,0.468,3.7,0.127,6.2,0.597,0.7,0.013,0.022,0.027,0.94,benign
4.077,0.733,0.022,0.118,0.189,3.882,0.03,0.824,0.122,0.057,-1.0,0.816,benign
6.667,0.8,0.024,0.2,0.118,6.8,0.029,0.7,0.341,-1.0,-1.0,0.94,benign
4.0,0.861,0.017,0.222,0.078,11.0,0.02,0.778,0.165,0.191,-1.0,0.93,benign
5.0,0.712,0.03,0.167,0.182,3.917,0.043,0.75,0.091,1.0,-1.0,0.861,benign
2.75,0.699,0.553,2.375,0.233,3.0,0.792,0.708,0.058,0.09,0.105,0.761,Defacement
2.333,0.765,0.618,4.667,0.132,5.778,0.808,0.667,0.412,0.51,0.619,1.0,Defacement
2.75,0.259,0.037,0.061,0.611,0.424,0.143,0.333,0.019,0.2,-1.0,0.785,Defacement
2.667,0.761,0.636,4.0,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
4.167,0.827,0.027,0.333,0.08,10.333,0.032,0.667,0.08,0.0,-1.0,1.0,benign
5.0,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.038,0.097,-1.0,0.925,malware
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
6.0,0.622,0.022,0.074,0.3,2.074,0.036,0.444,0.233,0.656,-1.0,0.827,phishing
4.143,0.625,0.036,0.095,0.375,1.667,0.057,0.333,0.0,0.0,-1.0,0.897,malware
29.0,0.851,0.014,0.143,0.099,8.571,0.017,0.357,0.177,0.203,-1.0,0.836,phishing
2.8,0.763,0.525,3.5,0.15,5.083,0.689,0.5,0.025,0.039,0.048,0.843,Defacement
3.667,0.774,0.582,3.269,0.178,4.346,0.752,0.5,0.212,0.529,0.067,0.791,spam
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0.0,-1.0,0.87,malware
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.829,0.735,6.615,0.111,7.462,0.887,0.308,0.06,0.073,0.081,0.818,Defacement
4.0,0.442,0.154,0.364,0.423,1.046,0.348,0.455,0.077,0.182,0.5,0.76,spam
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.05,0.143,-1.0,0.917,phishing
4.875,0.734,0.031,0.2,0.156,4.7,0.043,0.7,0.188,0.0,-1.0,1.0,benign
4.75,0.75,0.033,0.25,0.133,5.625,0.044,0.625,0.0,0.0,-1.0,0.917,benign
3.9,0.762,0.032,0.25,0.127,6.0,0.042,0.625,0.0,0.0,-1.0,0.917,benign
8.923,0.837,0.013,0.111,0.118,7.111,0.016,0.5,0.124,0.161,-1.0,0.82,spam
4.733,0.859,0.02,0.286,0.071,12.143,0.024,0.571,0.061,0.0,-1.0,0.797,benign
5.0,0.686,0.039,0.222,0.177,3.889,0.057,0.667,0.0,0.0,-1.0,0.86,benign
9.583,0.824,0.013,0.1,0.131,6.3,0.016,0.35,0.32,0.227,-1.0,0.876,phishing
4.2,0.532,0.043,0.133,0.319,1.667,0.08,0.533,0.128,0.177,-1.0,0.885,Defacement
2.5,0.926,0.878,17.333,0.051,18.267,0.949,0.667,0.139,0.152,0.158,0.864,spam
3.6,0.479,0.042,0.111,0.375,1.278,0.087,0.611,0.0,0.0,-1.0,0.883,phishing
1.333,0.207,0.069,0.125,0.552,0.375,0.333,0.625,0.0,0.0,-1.0,0.75,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0.0,-1.0,0.87,malware
5.5,0.472,0.038,0.095,0.396,1.191,0.08,0.524,0.0,0.0,-1.0,0.832,phishing
2.667,0.622,0.378,1.7,0.222,2.8,0.607,1.0,0.178,0.074,0.118,0.88,Defacement
3.5,0.764,0.6,3.474,0.173,4.421,0.786,0.632,0.027,0.04,0.046,0.743,Defacement
5.667,0.712,0.018,0.08,0.225,3.16,0.025,0.72,0.0,0.0,-1.0,0.78,phishing
5.417,0.784,0.021,0.143,0.144,5.429,0.026,0.571,0.083,0.129,-1.0,0.887,benign
3.0,0.306,0.056,0.111,0.5,0.611,0.182,0.611,0.0,0.0,-1.0,0.83,Defacement
5.875,0.771,0.108,0.75,0.145,5.333,0.141,0.75,0.036,0.125,0.333,0.954,malware
2.667,0.747,0.621,3.6,0.172,4.333,0.831,0.6,0.023,0.031,0.037,0.782,Defacement
5.143,0.656,0.031,0.133,0.234,2.8,0.048,0.8,0.0,0.0,-1.0,0.864,malware
4.714,0.696,0.036,0.2,0.179,3.9,0.051,0.7,0.125,0.3,-1.0,0.94,benign
2.667,0.76,0.674,3.625,0.186,4.083,0.888,0.583,0.054,0.072,0.081,0.823,Defacement
2.667,0.89,0.847,10.286,0.082,10.81,0.952,0.524,0.126,0.142,0.148,0.832,Defacement
2.667,0.636,0.494,1.81,0.273,2.333,0.776,0.524,0.039,0.063,0.079,0.75,Defacement
4.429,0.661,0.036,0.167,0.214,3.083,0.054,0.75,0.036,0.333,-1.0,0.89,benign
12.667,0.764,0.019,0.111,0.17,4.5,0.025,0.667,0.377,0.471,-1.0,0.84,malware
3.667,0.593,0.333,1.2,0.278,2.133,0.563,0.333,0.093,0.161,0.278,0.735,Defacement
2.5,0.984,0.973,86.933,0.011,87.867,0.989,0.667,0.157,0.16,0.161,0.864,spam
4.75,0.615,0.321,1.087,0.295,2.087,0.521,0.652,0.115,0.143,0.2,0.87,spam
3.667,0.706,0.431,2.75,0.157,4.5,0.611,0.75,0.02,0.042,0.0,0.917,benign
7.833,0.697,0.026,0.125,0.211,3.313,0.038,0.625,0.382,0.719,-1.0,0.863,phishing
3.0,0.348,0.044,0.087,0.5,0.696,0.125,0.696,0.0,0.0,-1.0,0.851,phishing
3.0,0.447,0.132,0.357,0.368,1.214,0.294,0.643,0.079,0.188,0.6,0.887,Defacement
4.5,0.694,0.032,0.167,0.194,3.583,0.047,0.833,0.081,0.119,-1.0,0.861,benign
3.571,0.508,0.033,0.087,0.377,1.348,0.065,0.696,0.016,0.1,-1.0,0.755,phishing
7.333,0.41,0.033,0.069,0.475,0.862,0.08,0.655,0.0,0.0,-1.0,0.799,phishing
3.5,0.734,0.453,2.9,0.156,4.7,0.617,0.7,0.063,0.108,0.138,0.94,malware
4.0,0.642,0.038,0.182,0.208,3.091,0.059,0.727,0.0,0.0,-1.0,0.895,benign
4.2,0.808,0.592,4.438,0.133,6.063,0.732,0.563,0.058,0.081,0.099,0.75,malware
5.667,0.574,0.029,0.091,0.324,1.773,0.051,0.682,0.0,0.0,-1.0,0.801,malware
3.25,0.333,0.039,0.074,0.529,0.63,0.118,0.741,0.0,0.0,-1.0,0.801,phishing
3.546,0.69,0.028,0.133,0.211,3.267,0.041,0.8,0.0,0.0,-1.0,0.885,benign
3.25,0.254,0.032,0.05,0.635,0.4,0.125,0.25,0.048,0.0,-1.0,0.753,phishing
5.077,0.729,0.019,0.091,0.206,3.546,0.026,0.409,0.019,0.044,-1.0,0.781,Defacement
4.7,0.776,0.194,1.267,0.153,5.067,0.25,0.8,0.061,0.188,0.316,0.898,malware
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
4.625,0.688,0.031,0.154,0.203,3.385,0.046,0.846,0.0,0.0,-1.0,0.818,malware
10.833,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.393,-1.0,0.851,malware
4.0,0.5,0.033,0.087,0.383,1.304,0.067,0.739,0.0,0.0,-1.0,0.774,phishing
5.2,0.744,0.024,0.143,0.171,4.357,0.033,0.786,0.122,1.0,-1.0,0.798,benign
3.357,0.75,0.025,0.154,0.163,4.615,0.033,0.769,0.075,0.0,-1.0,0.901,benign
2.667,0.711,0.598,2.762,0.217,3.286,0.841,0.714,0.031,0.044,0.052,0.802,Defacement
4.625,0.638,0.029,0.111,0.261,2.444,0.046,0.611,0.0,0.0,-1.0,0.83,malware
2.667,0.714,0.61,2.783,0.219,3.261,0.853,0.696,0.019,0.027,0.031,0.721,Defacement
5.857,0.546,0.023,0.061,0.375,1.455,0.042,0.333,0.0,0.0,-1.0,0.77,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1.0,0.728,phishing
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0.0,-1.0,0.892,malware
5.2,0.638,0.043,0.2,0.213,3.0,0.067,0.5,0.043,0.167,-1.0,0.88,spam
18.429,0.834,0.012,0.105,0.117,7.158,0.015,0.421,0.104,-1.0,-1.0,0.901,phishing
4.818,0.781,0.024,0.182,0.134,5.818,0.031,0.727,0.0,0.0,-1.0,0.895,malware
4.167,0.546,0.036,0.111,0.327,1.667,0.067,0.5,0.0,0.0,-1.0,0.83,phishing
4.3,0.619,0.024,0.08,0.298,2.08,0.039,0.4,0.071,0.0,-1.0,0.798,malware
3.8,0.489,0.043,0.118,0.362,1.353,0.087,0.353,0.106,0.5,-1.0,0.788,spam
3.5,0.739,0.462,3.0,0.154,4.8,0.625,0.7,0.077,0.132,0.167,0.94,malware
4.8,0.394,0.028,0.056,0.507,0.778,0.071,0.306,0.127,0.0,-1.0,0.772,phishing
4.0,0.824,0.624,5.2,0.12,6.867,0.757,0.733,0.232,0.284,0.321,0.932,malware
2.667,0.69,0.58,2.417,0.24,2.875,0.841,0.583,0.02,0.029,0.035,0.766,Defacement
5.727,0.804,0.022,0.182,0.12,6.727,0.027,0.727,0.0,0.0,-1.0,0.895,malware
5.4,0.803,0.541,3.882,0.139,5.765,0.674,0.353,0.221,0.314,0.409,0.874,spam
5.143,0.642,0.03,0.118,0.254,2.529,0.047,0.824,0.0,0.0,-1.0,0.885,benign
3.5,0.754,0.602,3.227,0.186,4.046,0.798,0.409,0.034,0.049,0.056,0.781,Defacement
5.417,0.784,0.021,0.143,0.144,5.429,0.026,0.643,0.309,0.56,-1.0,0.812,malware
6.778,0.761,0.022,0.133,0.163,4.667,0.029,0.533,0.283,0.813,-1.0,0.734,phishing
4.0,0.639,0.033,0.133,0.246,2.6,0.051,0.8,0.246,0.368,-1.0,0.932,benign
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
3.5,0.775,0.573,3.923,0.146,5.308,0.739,0.539,0.045,0.066,0.078,0.86,Defacement
3.333,0.317,0.049,0.095,0.512,0.619,0.154,0.667,0.0,0.0,-1.0,0.832,phishing
13.5,0.869,0.469,5.667,0.083,10.5,0.54,0.75,0.186,0.231,0.059,0.861,benign
3.333,0.696,0.036,0.2,0.179,3.9,0.051,0.7,0.143,0.0,-1.0,0.94,benign
3.177,0.796,0.023,0.182,0.125,6.364,0.029,0.818,0.068,-1.0,-1.0,0.717,benign
12.667,0.794,0.02,0.143,0.137,5.786,0.025,0.5,0.422,0.586,-1.0,0.836,malware
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.8,0.746,0.444,3.111,0.143,5.222,0.596,0.667,0.111,0.158,0.214,0.86,benign
2.4,0.457,0.057,0.167,0.343,1.333,0.125,0.583,0.086,0.133,-1.0,0.907,spam
5.429,0.62,0.028,0.1,0.282,2.2,0.046,0.9,0.0,0.0,-1.0,0.792,phishing
4.667,0.647,0.039,0.2,0.196,3.3,0.061,0.7,0.0,0.0,-1.0,1.0,benign
7.429,0.902,0.611,9.539,0.064,14.077,0.678,0.539,0.483,0.59,0.637,0.792,phishing
2.5,0.978,0.963,63.2,0.015,64.133,0.985,0.667,0.146,0.151,0.152,0.864,spam
6.1,0.805,0.023,0.2,0.115,7.0,0.029,0.7,0.368,-1.0,-1.0,0.94,benign
5.0,0.593,0.034,0.118,0.288,2.059,0.057,0.588,0.034,0.167,-1.0,0.806,phishing
7.833,0.722,0.028,0.154,0.181,4.0,0.039,0.462,0.319,0.81,-1.0,0.776,malware
5.188,0.831,0.017,0.154,0.11,7.539,0.02,0.769,0.059,0.013,-1.0,0.834,benign
3.667,0.612,0.03,0.105,0.284,2.158,0.049,0.474,0.045,0.0,-1.0,0.892,malware
2.667,0.753,0.634,3.688,0.172,4.375,0.843,0.813,0.043,0.058,0.068,0.863,Defacement
2.667,0.872,0.826,8.333,0.099,8.792,0.948,0.417,0.103,0.119,0.125,0.757,Defacement
3.75,0.706,0.52,2.304,0.226,3.13,0.736,0.783,0.235,0.369,0.453,0.808,spam
2.667,0.763,0.65,3.938,0.165,4.625,0.851,0.625,0.031,0.041,0.048,0.895,Defacement
5.6,0.73,0.023,0.118,0.191,3.824,0.031,0.824,0.0,0.0,-1.0,0.827,Defacement
3.444,0.619,0.032,0.118,0.27,2.294,0.051,0.824,0.016,0.0,-1.0,0.834,phishing
2.5,0.973,0.956,52.0,0.018,52.933,0.982,0.667,0.145,0.15,0.151,0.864,spam
4.636,0.775,0.025,0.182,0.138,5.636,0.032,0.727,0.0,0.0,-1.0,0.895,malware
3.5,0.752,0.581,3.211,0.181,4.158,0.772,0.632,0.019,0.028,0.033,0.743,Defacement
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
4.375,0.724,0.035,0.222,0.155,4.667,0.048,0.667,0.035,0.0,-1.0,0.93,benign
4.143,0.791,0.095,0.667,0.143,5.533,0.121,0.8,0.114,0.091,0.1,0.885,benign
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.747,malware
29.0,0.912,0.008,0.125,0.061,14.938,0.008,0.375,0.347,0.455,-1.0,0.746,phishing
4.6,0.529,0.039,0.118,0.333,1.588,0.074,0.647,0.02,0.0,-1.0,0.775,phishing
4.9,0.756,0.026,0.167,0.154,4.917,0.034,0.75,0.013,0.021,-1.0,0.843,malware
3.125,0.672,0.156,0.714,0.219,3.071,0.233,0.714,0.172,0.2,0.4,0.798,malware
3.0,0.275,0.05,0.091,0.55,0.5,0.182,0.5,0.025,0.1,-1.0,0.801,phishing
2.667,0.77,0.683,3.909,0.175,4.409,0.887,0.546,0.04,0.052,0.058,0.829,Defacement
2.667,0.829,0.768,5.792,0.133,6.25,0.927,0.417,0.127,-1.0,-1.0,0.721,Defacement
5.714,0.681,0.029,0.133,0.217,3.133,0.043,0.867,0.0,0.0,-1.0,0.932,benign
5.167,0.594,0.058,0.191,0.304,1.952,0.098,0.714,0.029,0.111,0.25,0.87,malware
4.0,0.684,0.035,0.182,0.193,3.546,0.051,0.727,0.0,0.0,-1.0,0.947,benign
2.667,0.651,0.523,1.957,0.267,2.435,0.804,0.565,0.023,0.036,0.044,0.805,Defacement
3.375,0.576,0.034,0.111,0.305,1.889,0.059,0.389,0.085,0.308,-1.0,0.893,spam
4.571,0.603,0.032,0.111,0.286,2.111,0.053,0.722,0.032,0.0,-1.0,0.857,phishing
3.0,0.2,0.05,0.08,0.625,0.32,0.25,0.36,0.0,0.0,-1.0,0.839,phishing
4.667,0.642,0.038,0.167,0.226,2.833,0.059,0.75,0.0,0.0,-1.0,0.907,benign
5.3,0.778,0.025,0.182,0.136,5.727,0.032,0.727,0.124,-1.0,-1.0,0.875,benign
3.5,0.787,0.639,4.105,0.156,5.053,0.813,0.632,0.057,0.08,0.09,0.743,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0.0,0.0,0.86,malware
5.267,0.721,0.016,0.069,0.225,3.207,0.022,0.31,0.233,0.8,-1.0,0.808,spam
4.539,0.763,0.022,0.133,0.161,4.733,0.028,0.6,0.0,0.0,-1.0,0.77,benign
4.667,0.66,0.04,0.2,0.2,3.3,0.061,0.4,0.0,0.0,-1.0,0.819,benign
5.8,0.816,0.016,0.125,0.128,6.375,0.02,0.813,0.0,0.0,-1.0,0.895,malware
5.714,0.723,0.031,0.182,0.169,4.273,0.043,0.727,0.0,0.0,-1.0,0.947,benign
3.667,0.804,0.637,4.115,0.155,5.192,0.793,0.5,0.238,0.493,0.087,0.791,spam
3.0,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
4.5,0.774,0.024,0.167,0.143,5.417,0.031,0.75,0.083,0.0,-1.0,0.954,benign
4.25,0.351,0.035,0.067,0.526,0.667,0.1,0.9,0.0,0.0,-1.0,0.798,Defacement
1.0,0.777,0.723,4.857,0.149,5.214,0.932,0.714,0.075,0.015,0.015,0.798,malware
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.667,0.047,0.07,0.085,0.797,Defacement
2.5,0.5,0.208,0.588,0.354,1.412,0.417,0.588,0.042,0.105,0.2,0.788,Defacement
5.4,0.517,0.033,0.091,0.367,1.409,0.065,0.727,0.033,0.091,-1.0,0.862,Defacement
4.167,0.775,0.025,0.182,0.138,5.636,0.032,0.727,0.1,0.0,-1.0,0.947,benign
5.667,0.741,0.037,0.286,0.13,5.714,0.05,0.714,0.0,0.0,-1.0,0.797,benign
7.0,0.565,0.029,0.087,0.333,1.696,0.051,0.565,0.015,0.026,-1.0,0.844,Defacement
3.0,0.319,0.043,0.08,0.532,0.6,0.133,0.72,0.021,0.1,-1.0,0.767,phishing
4.6,0.724,0.026,0.143,0.184,3.929,0.036,0.786,0.04,0.111,-1.0,0.925,malware
8.667,0.806,0.028,0.286,0.097,8.286,0.035,0.571,0.306,0.656,-1.0,1.0,benign
4.2,0.41,0.033,0.069,0.475,0.862,0.08,0.31,0.049,0.25,-1.0,0.808,spam
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
3.0,0.385,0.051,0.118,0.436,0.882,0.133,0.588,0.0,0.0,-1.0,0.737,phishing
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
4.333,0.883,0.79,10.385,0.076,11.615,0.894,0.769,0.152,0.173,0.193,0.86,malware
4.286,0.474,0.026,0.061,0.434,1.091,0.056,0.333,0.026,0.077,-1.0,0.785,Defacement
13.5,0.77,0.027,0.2,0.135,5.7,0.035,0.8,0.108,0.174,-1.0,0.699,benign
2.5,0.923,0.873,16.533,0.053,17.467,0.947,0.667,0.148,0.163,0.169,0.864,spam
5.273,0.767,0.022,0.143,0.156,4.929,0.029,0.786,0.067,1.0,-1.0,0.887,benign
6.333,0.688,0.031,0.154,0.203,3.385,0.046,0.769,0.0,-1.0,-1.0,0.917,phishing
5.286,0.698,0.032,0.167,0.191,3.667,0.046,0.75,0.0,0.0,-1.0,0.954,benign
5.167,0.764,0.25,1.8,0.139,5.5,0.327,0.5,0.056,0.103,0.222,0.88,spam
8.923,0.837,0.013,0.111,0.118,7.111,0.016,0.5,0.124,0.161,-1.0,0.82,spam
5.25,0.721,0.029,0.167,0.177,4.083,0.041,0.75,0.103,1.0,-1.0,0.861,benign
4.056,0.826,0.018,0.167,0.11,7.5,0.022,0.75,0.11,-1.0,-1.0,1.0,benign
2.667,0.834,0.769,6.191,0.124,6.714,0.922,0.524,0.036,0.043,0.046,0.78,Defacement
1.0,0.777,0.723,4.857,0.149,5.214,0.932,0.714,0.075,0.015,0.015,0.798,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0.0,0.0,0.86,malware
29.0,0.833,0.014,0.118,0.118,7.059,0.017,0.294,0.16,0.186,-1.0,0.834,phishing
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0.0,-1.0,0.892,malware
3.0,0.447,0.132,0.357,0.368,1.214,0.294,0.643,0.079,0.188,0.6,0.887,Defacement
2.667,0.766,0.649,4.067,0.16,4.8,0.847,0.6,0.075,0.099,0.115,0.782,Defacement
5.6,0.561,0.035,0.111,0.316,1.778,0.063,0.5,0.035,0.154,-1.0,0.74,spam
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.684,0.048,0.07,0.085,0.808,Defacement
2.5,0.925,0.877,17.067,0.051,18.0,0.948,0.667,0.14,0.155,0.16,0.864,spam
3.667,0.804,0.637,4.115,0.155,5.192,0.793,0.5,0.25,0.521,0.087,0.791,spam
4.2,0.821,0.61,5.0,0.122,6.733,0.743,0.667,0.236,0.305,0.418,0.898,spam
1.333,0.146,0.049,0.071,0.683,0.214,0.333,0.643,0.0,0.0,-1.0,0.775,Defacement
4.25,0.683,0.033,0.167,0.2,3.417,0.049,0.75,0.1,0.0,-1.0,0.954,benign
2.5,0.93,0.885,18.4,0.048,19.333,0.952,0.667,0.157,0.172,0.178,0.864,spam
3.8,0.712,0.03,0.167,0.182,3.917,0.043,0.833,0.061,0.087,-1.0,0.861,benign
6.429,0.729,0.029,0.167,0.171,4.25,0.039,0.75,0.0,0.0,-1.0,0.843,benign
2.909,0.671,0.057,0.25,0.229,2.938,0.085,0.688,0.1,0.0,0.0,0.844,spam
3.0,0.649,0.368,1.615,0.228,2.846,0.568,0.462,0.14,0.222,0.381,0.751,Defacement
5.0,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.038,0.097,-1.0,0.925,malware
3.6,0.78,0.55,3.667,0.15,5.2,0.705,0.667,0.19,0.264,0.346,0.898,spam
3.5,0.807,0.642,5.0,0.128,6.286,0.796,0.571,0.037,0.05,0.057,0.784,Defacement
2.667,0.709,0.602,2.696,0.223,3.174,0.849,0.696,0.019,0.028,0.032,0.721,Defacement
4.286,0.529,0.029,0.08,0.368,1.44,0.056,0.72,0.0,0.0,-1.0,0.774,malware
4.667,0.704,0.028,0.143,0.197,3.571,0.04,0.786,0.014,0.046,-1.0,0.925,malware
2.667,0.692,0.575,2.455,0.234,2.955,0.831,0.409,0.011,0.016,0.019,0.788,Defacement
2.333,0.46,0.189,0.539,0.351,1.308,0.412,0.462,0.108,0.25,0.571,0.776,Defacement
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.025,0.071,-1.0,0.917,phishing
3.5,0.683,0.397,1.923,0.206,3.308,0.581,0.539,0.111,0.143,0.24,0.834,spam
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.784,malware
3.0,0.597,0.028,0.091,0.306,1.955,0.047,0.455,0.083,0.231,-1.0,0.857,spam
4.824,0.831,0.017,0.154,0.11,7.539,0.02,0.769,0.051,0.0,-1.0,0.901,benign
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.1,0.286,-1.0,0.917,phishing
2.5,0.92,0.87,16.0,0.054,16.933,0.945,0.667,0.127,0.141,0.146,0.864,spam
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.747,malware
3.6,0.841,0.674,6.2,0.109,7.733,0.802,0.667,0.261,0.327,0.478,0.898,spam
4.4,0.419,0.032,0.069,0.468,0.897,0.077,0.31,0.065,0.308,-1.0,0.808,spam
2.8,0.529,0.059,0.222,0.265,2.0,0.111,0.667,0.059,0.167,-1.0,0.93,Defacement
2.6,0.354,0.042,0.083,0.5,0.708,0.118,0.333,0.0,0.0,-1.0,0.811,phishing
4.625,0.677,0.031,0.143,0.215,3.143,0.046,0.786,0.077,0.147,-1.0,0.925,malware
5.0,0.747,0.023,0.133,0.172,4.333,0.031,0.8,0.241,1.0,-1.0,0.898,benign
2.75,0.513,0.128,0.417,0.308,1.667,0.25,1.0,0.256,0.143,0.4,0.684,Defacement
1.333,0.182,0.061,0.1,0.606,0.3,0.333,0.65,0.0,0.0,-1.0,0.821,Defacement
4.125,0.694,0.125,0.643,0.194,3.571,0.18,0.786,0.167,0.245,0.0,0.887,benign
5.3,0.681,0.022,0.091,0.242,2.818,0.032,0.682,0.0,0.0,-1.0,0.801,malware
